subseries,filename,path,size,created,modified,accessed,md5,sha1,flagged,labels,comment,type,exportedAs
Bookmark: 01 Subseries I: Articles,FIGCAPC3,/CM008.ad1/A::A:\/FIGCAPC3,3499 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5/14/1980 9:36:34 AM (1980-05-14 16:36:34 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8CB469F037E0BF45A81D1DB0706C6852,07DDB505294D9FF4EFCCCA274B7FF9BC107EA10E,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\FIGCAPC3.wp
Bookmark: 01 Subseries I: Articles,FISHER.BK!,/CM094.ad1/A::A:\/FISHER.BK!,67118 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/15/1997 3:19:20 PM (1997-07-15 22:19:20 UTC),7/15/2010 12:00:00 AM (2010-07-15 07:00:00 UTC),607375CCB916053016C6213AFF4231C6,57FB5877EDCF8B8D54283F48A76E978E50199BF6,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\FISHER.BK!.wpd
Bookmark: 01 Subseries I: Articles,FISHER.DOC,/CM094.ad1/A::A:\/FISHER.DOC,56648 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/16/1997 1:17:26 PM (1997-07-16 20:17:26 UTC),7/15/2010 12:00:00 AM (2010-07-15 07:00:00 UTC),7DE7293C3BE170751970F040E3A6A869,C17EF5A5B7746CB510578503CB8BD0E2ABB8FD7D,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\FISHER.DOC.wpd
Bookmark: 01 Subseries I: Articles,GGG,/CM008.ad1/A::A:\/GGG,31592 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),12/8/1988 10:16:06 AM (1988-12-08 18:16:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),E80B98580AE85B1DE203E99132ABF650,00D7C51E97307D4FB22B2167EF2CFA4B29ECB116,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\GGG.wp
Bookmark: 01 Subseries I: Articles,GLASSFLO,/CM080.ad1/A::A:\/GLASSFLO,8192 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/11/1993 2:15:08 PM (1993-03-11 22:15:08 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9C9EB2506016FE593EB649390C8D4E2B,BBAD506CBAC6940E0A1CDB77CD04F0113E1B25B9,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\GLASSFLO.wp5
Bookmark: 01 Subseries I: Articles,GLASSFLO,/CM029.ad1/A::A:\/GLASSFLO,12174 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/11/1993 2:15:08 PM (1993-03-11 22:15:08 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B2A7A26612B95E4589F709DF045FFC48,53CAD7BC1D10652C0A134E20DA5990CF338806E3,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\GLASSFLO[126017].wp5
Bookmark: 01 Subseries I: Articles,GORO,/CM080.ad1/A::A:\/GORO,9121 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/19/1993 6:07:24 PM (1993-01-20 02:07:24 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),25B1D2E3E89917DF1032F42F4D5AE6E6,C4D9343CF0C993F697C74B172604B35F2850EB4A,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\GORO.wp5
Bookmark: 01 Subseries I: Articles,GOULD.ASC,/CM098.ad1/A::A:\/GOULD.ASC,83933 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1995 4:38:38 PM (1995-08-10 23:38:38 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),C241E61B40A4C5BED9869445B9DD8E15,C86E3A50C17396153B83F0F7F7ED0D330D4C0F48,False,"D,CM:3.5,O,A,I,P",n/a,Unknown,files\GOULD.ASC
Bookmark: 01 Subseries I: Articles,GOULD.WP5,/CM098.ad1/A::A:\/GOULD.WP5,86797 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1995 4:36:16 PM (1995-08-10 23:36:16 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),55C7CFFD2B1BE1561069598DAE56D005,6817CF3F27AAFC71BBA0EC8F8B43C21FC9316BF8,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\GOULD.WP5
Bookmark: 01 Subseries I: Articles,Gryphaea.doc,/CM099.ad1/A::A:\/Gryphaea.doc,42233 B,1/6/1998 12:07:02 PM (1998-01-06 20:07:02 UTC),1/6/1998 12:07:04 PM (1998-01-06 20:07:04 UTC),1/5/1998 11:00:00 PM (1998-01-06 07:00:00 UTC),60DC5D90E19E99B07AD1BA38BD08942E,09A377C1AA17A58B34A91709F888D1122D5B3226,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.1,files\Gryphaea.doc.wp5
Bookmark: 01 Subseries I: Articles,INSDIMEN,/CM066.ad1/A::A:\/INSDIMEN,5677 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/14/1994 11:38:58 AM (1994-11-14 19:38:58 UTC),9/16/1999 12:00:00 AM (1999-09-16 07:00:00 UTC),D8D9682B11712B296C9AA215FB486965,C9E93A50C838E9DD0ABDE09F0542B518CD35CF05,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.1,files\INSDIMEN.wp5
Bookmark: 01 Subseries I: Articles,INTERREL,/CM095.ad1/A::A:\/INTERREL,72090 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/7/1998 2:23:16 PM (1998-07-07 21:23:16 UTC),11/15/2000 11:00:00 PM (2000-11-16 07:00:00 UTC),3A64FBC5FF392DCA916E6B61CE6DAF8C,802F5167540A13C99D68EA6F54F9C3CCD2F017BE,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\INTERREL.wpd
Bookmark: 01 Subseries I: Articles,INTERREL.BK!,/CM095.ad1/A::A:\/INTERREL.BK!,72375 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/7/1998 2:03:22 PM (1998-07-07 21:03:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),E6D2883A8734160090221FBB6679D83D,41BF1F61A79BB008CE86F72662DE22B87558DD8C,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\INTERREL.BK!.wpd
Bookmark: 01 Subseries I: Articles,JURAPARK,/CM080.ad1/A::A:\/JURAPARK,48877 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/2/1993 4:51:22 PM (1993-07-02 23:51:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),779B09F5DF8BD75179FEB5F904DD7498,DBDFD45956391A9AB07D6D706EA2DA1191F5B4DE,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\JURAPARK.wp5
Bookmark: 01 Subseries I: Articles,JURAPARK,/CM029.ad1/A::A:\/JURAPARK,48877 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/2/1993 4:51:22 PM (1993-07-02 23:51:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),779B09F5DF8BD75179FEB5F904DD7498,DBDFD45956391A9AB07D6D706EA2DA1191F5B4DE,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\JURAPARK[126021].wp5
Bookmark: 01 Subseries I: Articles,LADD&CON,/CM040.ad1/A::A:\/LADD&CON,34722 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),12/13/1994 9:35:12 AM (1994-12-13 17:35:12 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B964F676E51716BFDDDCD3C398068EDE,F209DB5EA2A74F6187E21DD8962EBCBC2E6BB338,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.1,files\LADD&CON[155011].wp5
Bookmark: 01 Subseries I: Articles,NATPLANT.WPD,/CM066.ad1/A::A:\/NATPLANT.WPD,33440 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),10/12/1995 11:10:42 AM (1995-10-12 18:10:42 UTC),9/16/1999 12:00:00 AM (1999-09-16 07:00:00 UTC),DAF0C23878DDC9D585C26BB71371E639,33B6D72B257A18A58612D6092250909D099C1C17,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\NATPLANT.WPD
Bookmark: 01 Subseries I: Articles,NEANDERT,/CM029.ad1/A::A:\/NEANDERT,45730 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/5/1994 1:31:22 PM (1994-08-05 20:31:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),94FEDC061D509687BA808845A7BC1117,C31BB2972A77FA28E4E80AF44C8A08C3A67F66C4,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.1,files\NEANDERT[126037].wp5
Bookmark: 01 Subseries I: Articles,PALEOBIO,/CM066.ad1/A::A:\/PALEOBIO,70646 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/23/1994 4:32:18 PM (1994-11-24 00:32:18 UTC),9/16/1999 12:00:00 AM (1999-09-16 07:00:00 UTC),CE45AE75B7228F030AB7BCEC82FDD907,73204ED24D052701C753B1F258D0F3BB99E14912,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.1,files\PALEOBIO.wp5
Bookmark: 01 Subseries I: Articles,PALEOBIO,/CM040.ad1/A::A:\/PALEOBIO,70646 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/23/1994 4:32:18 PM (1994-11-24 00:32:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),CE45AE75B7228F030AB7BCEC82FDD907,73204ED24D052701C753B1F258D0F3BB99E14912,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.1,files\PALEOBIO[155010].wp5
Bookmark: 01 Subseries I: Articles,PEJOHNSO,/CM081.ad1/A::A:\/PEJOHNSO,19705 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/9/1992 3:59:30 PM (1992-03-09 23:59:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),821835879CF4B825781FF52F15700BEC,95AF6F4B1B12144C7A81D9C2FEF19AD78266BFAF,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\PEJOHNSO.wp5
Bookmark: 01 Subseries I: Articles,PEJOHNSO,/CM034.ad1/A::A:\/PEJOHNSO,19705 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/9/1992 3:59:30 PM (1992-03-09 23:59:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),821835879CF4B825781FF52F15700BEC,95AF6F4B1B12144C7A81D9C2FEF19AD78266BFAF,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\PEJOHNSO[150002].wp5
Bookmark: 01 Subseries I: Articles,PUNC1,/CM009.ad1/A::A:\/PUNC1,82923 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),10/8/1987 1:53:58 PM (1987-10-08 20:53:58 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),481F8CE2A2048B39CE489D0639DEE33F,FDF5840631A0F47E4C26A26C43B5C55AF90A2EBF,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\PUNC1.wp
Bookmark: 01 Subseries I: Articles,PUNCEQUI,/CM029.ad1/A::A:\/PUNCEQUI,40516 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9/14/1993 2:10:56 PM (1993-09-14 21:10:56 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3A0EB61932E8914870CE3759A3FC58F0,8D617DE1E64E75E556D1DF0C13E154A8655AF8FB,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\PUNCEQUI[126019].wp5
Bookmark: 01 Subseries I: Articles,PUNCT2,/CM009.ad1/A::A:\/PUNCT2,68743 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9/22/1987 9:31:32 AM (1987-09-22 16:31:32 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),BBCEFCE1EED1B4B25E01253BA0201514,160083D20D66BEDDC0C7D706C6E68B8D52B262F2,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\PUNCT2.wp
Bookmark: 01 Subseries I: Articles,REFCE3,/CM008.ad1/A::A:\/REFCE3,10306 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5/14/1980 7:45:02 AM (1980-05-14 14:45:02 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),DAE4445E4AD23A26CC2093D3B29B7261,1145BCC5E55F479A1651D68471E10B859F293CAD,False,"D,CM:5.25,O,A,I,P",n/a,Unknown,files\REFCE3
Bookmark: 01 Subseries I: Articles,REPLRIDL,/CM080.ad1/A::A:\/REPLRIDL,8475 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/7/1993 5:31:06 PM (1993-07-08 00:31:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7B86392F89535AB42FD152EF35AF31EB,EB88ED0B63870FD31AA653C5AC210993248C95A2,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\REPLRIDL.wp5
Bookmark: 01 Subseries I: Articles,SCHRÖDIN,/CM029.ad1/A::A:\/SCHRÖDIN,40575 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/11/1994 6:44:16 PM (1994-01-12 02:44:16 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9CCEE3F36F9CE04C1B2C12FE34C568D6,1C3F06D4144F0989DC2DCC0A856505698406E2F9,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SCHRÖDIN.wp5
Bookmark: 01 Subseries I: Articles,SJG&BR,/CM080.ad1/A::A:\/SJG&BR,84087 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 7:47:36 PM (1993-08-27 02:47:36 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3FA04A2A19393CE2F666E65E7B7239E8,C2EA87CF64A29D0EAFB47E15EAE4FEAA2FCD6B85,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR.wp5
Bookmark: 01 Subseries I: Articles,SJG&BR,/CM029.ad1/A::A:\/SJG&BR,84087 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 7:47:36 PM (1993-08-27 02:47:36 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3FA04A2A19393CE2F666E65E7B7239E8,C2EA87CF64A29D0EAFB47E15EAE4FEAA2FCD6B85,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR[126020].wp5
Bookmark: 01 Subseries I: Articles,SJG&BR,/CM047.ad1/A::A:\/SJG&BR,38183 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/21/1993 11:59:32 AM (1993-01-21 19:59:32 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5B642F3B2DF371FAE662B950FFD9E997,DAC8450A1C216C4EA398B3598B16CCB334CFB26F,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR[156004].wp5
Bookmark: 01 Subseries I: Articles,SJG&BR.BAK,/CM080.ad1/A::A:\/SJG&BR.BAK,14336 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 6:33:44 PM (1993-08-27 01:33:44 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),80D4BA6470C07141C9B30AF2575E7D99,E9A09E2EAA202D8F2CE37A4DA85EB373DE982C2F,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR.BAK.wp5
Bookmark: 01 Subseries I: Articles,SJG&BR.BAK,/CM047.ad1/A::A:\/SJG&BR.BAK,88182 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:30:56 AM (1993-08-26 18:30:56 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B645CAF867CE42025ABF8C00AB665030,EE941477D920A2505A1A0697DF15AB63C2161EA8,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR.BAK[156007].wp5
Bookmark: 01 Subseries I: Articles,SJG&BR.BAK,/CM054.ad1/A::A:\/SJG&BR.BAK,87621 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:24:50 AM (1993-08-26 18:24:50 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),C1499BA92A903370F4622B7B4C915E1D,F882C063EDA80FDDEE94DD1A49FBA4614FA83E39,False,"D,CM:5.25,O,A,I,P",n/a,Microsoft Word 2.0,files\SJG&BR.BAK.doc
Bookmark: 01 Subseries I: Articles,SJG&BR.DO2,/CM054.ad1/A::A:\/SJG&BR.DO2,87581 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:52:20 AM (1993-08-26 18:52:20 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F52F1B0FF277CEE7A07DB8836D795FF0,91B38878EB458A588EC38CEAD429B64BADC30623,False,"D,CM:5.25,O,A,I,P",n/a,Microsoft Word 2.0,files\SJG&BR.DO2.doc
Bookmark: 01 Subseries I: Articles,SJG&BR.DOC,/CM047.ad1/A::A:\/SJG&BR.DOC,87619 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:31:54 AM (1993-08-26 18:31:54 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),4EAC672077C6BCC76BC2A03B136394EE,C53827FCE2A3298803CCC9BB8703A09BACB1E61C,False,"D,CM:5.25,O,A,I,P",n/a,Microsoft Word 2.0,files\SJG&BR.DOC
Bookmark: 01 Subseries I: Articles,SJG&BR.DOC,/CM054.ad1/A::A:\/SJG&BR.DOC,89611 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:24:24 AM (1993-08-26 18:24:24 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),39BF1A4490B42E0B42E4D1C1757734C2,84E2698D8DC6424CD791E4F7402FC7A9B8E4D68B,False,"D,CM:5.25,O,A,I,P",n/a,Microsoft Word 2.0,files\SJG&BR[159004].DOC
Bookmark: 01 Subseries I: Articles,SJG&BR.W50,/CM047.ad1/A::A:\/SJG&BR.W50,88182 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:30:14 AM (1993-08-26 18:30:14 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B645CAF867CE42025ABF8C00AB665030,EE941477D920A2505A1A0697DF15AB63C2161EA8,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR.W50.wp5
Bookmark: 01 Subseries I: Articles,SJG&BR.W50,/CM054.ad1/A::A:\/SJG&BR.W50,88182 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/26/1993 11:25:38 AM (1993-08-26 18:25:38 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B645CAF867CE42025ABF8C00AB665030,EE941477D920A2505A1A0697DF15AB63C2161EA8,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJG&BR.W50[159003].wp5
Bookmark: 01 Subseries I: Articles,SJGBRFIN.DOC,/CM054.ad1/A::A:\/SJGBRFIN.DOC,87051 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/3/1994 1:23:24 PM (1994-01-03 21:23:24 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3A8411879126D1AD09DF062F6DC8F7BA,4FDC3B716176C7613E8EF27C0B2AE9CD525F70A4,False,"D,CM:5.25,O,A,I,P",n/a,Microsoft Word 2.0,files\SJGBRFIN.DOC
Bookmark: 01 Subseries I: Articles,SJGBRFIN.W50,/CM054.ad1/A::A:\/SJGBRFIN.W50,87676 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/3/1994 4:33:14 PM (1994-01-04 00:33:14 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3EBFA8163FEE1CF4F06E09E97FE12409,6D049E1E6B1575D5744DBFF347BF2E8825A1FC2A,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SJGBRFIN.W50.wp5
Bookmark: 01 Subseries I: Articles,SPECSELE,/CM029.ad1/A::A:\/SPECSELE,38428 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),10/14/1992 6:43:00 PM (1992-10-15 01:43:00 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),755231E45BB77DF198C608E6BF50D22C,DB88946E7AF34757E84665CC09855F1CF9386D0E,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\SPECSELE[126013].wp5
Bookmark: 01 Subseries I: Articles,SPECSORT,/CM036.ad1/A::A:\/SPECSORT,67652 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/18/1990 6:56:28 PM (1990-01-19 02:56:28 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F506CDB4D65C606E35A1F29BCB638A04,4BF95AE0B27009A1BBA874CB59A2718B22D26089,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\SPECSORT.wp
Bookmark: 01 Subseries I: Articles,SPREAEXC.WPD,/CM066.ad1/A::A:\/SPREAEXC.WPD,5567 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/3/1995 8:22:34 AM (1995-08-03 15:22:34 UTC),9/16/1999 12:00:00 AM (1999-09-16 07:00:00 UTC),E8A9A6FD2CDAF88C5C491E328974013B,DA0AAC31E8A3B1637D1ADE99748F941900D1844C,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\SPREAEXC.WPD
Bookmark: 01 Subseries I: Articles,SQUARSNA,/CM048.ad1/A::A:\/SQUARSNA,65361 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/9/1991 12:08:22 PM (1991-07-09 19:08:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),593E37F3A32612292DBB9B8738C8FF53,1DCBF107093E963B16C27533BD0D485900D854A0,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\SQUARSNA.wp
Bookmark: 01 Subseries I: Articles,TELLSTOR.BK!,/CM066.ad1/A::A:\/TELLSTOR.BK!,69819 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/29/1995 9:26:36 AM (1995-11-29 17:26:36 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),384FCFE40725166F5F1839506E726CBB,27DA17DFD52903A23EE3463693072269717A2C81,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\TELLSTOR.BK!.wpd
Bookmark: 01 Subseries I: Articles,TELLSTOR.WPD,/CM066.ad1/A::A:\/TELLSTOR.WPD,71937 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/29/1995 12:43:22 PM (1995-11-29 20:43:22 UTC),9/16/1999 12:00:00 AM (1999-09-16 07:00:00 UTC),28B886683CCD7E73B1463498459416EC,7CDEFD70083408C457090AF7FD1EA33F5AD26923,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\TELLSTOR.WPD
Bookmark: 01 Subseries I: Articles,TEM&MODM,/CM080.ad1/A::A:\/TEM&MODM,538 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/1/1980 3:50:30 PM (1980-03-01 23:50:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),46374DCC390A593308B95FB63B103145,4B83A2476A6081379E41DBA2788441F499CF8AF3,False,"D,CM:3.5,O,A,I,P",n/a,Unknown,files\TEM&MODM
Bookmark: 01 Subseries I: Articles,TEM&MODM,/CM029.ad1/A::A:\/TEM&MODM,58906 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3/1/1994 3:50:30 PM (1994-03-01 23:50:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1F06290D7B979916DAE05F999533A25B,A1EB20715248DA4E971950DCC03485EF9C15F50D,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\TEM&MODM.wp5
Bookmark: 01 Subseries I: Articles,TEM&MODM.NEW,/CM080.ad1/A::A:\/TEM&MODM.NEW,60060 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5/13/1995 12:16:18 PM (1995-05-13 19:16:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),96CC45B06537025801568D4D5BFEE817,BF4A4673F90A0EFC5E243F764ADA9C3462C86BE7,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\TEM&MODM.NEW.wp5
Bookmark: 01 Subseries I: Articles,TITLPAC3,/CM008.ad1/A::A:\/TITLPAC3,382 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5/14/1980 9:56:46 AM (1980-05-14 16:56:46 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),D36C6163FC1F43E819EE0340860D7759,2274C6A0318C59EAFFB2D2578469450D2E228C36,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\TITLPAC3.wp
Bookmark: 01 Subseries I: Articles,TRANSL.XLS,/CM054.ad1/A::A:\/TRANSL.XLS,10250 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/3/1993 12:54:30 PM (1993-08-03 19:54:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0EB404C8E7955D1A08DEB34EE9A95AF0,86B9583B6FF9D7D67199FB9E7A16DC38788F89B6,False,"S,CM:5.25,O,A,I,P",n/a,Excel 4.0,files\TRANSL.XLS
Bookmark: 01 Subseries I: Articles,TRENDS,/CM009.ad1/A::A:\/TRENDS,55730 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/1/1970 12:00:00 PM (1970-01-01 12:00:00 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),531C6521754CCAC2C5CBECEEC1F48C82,0FBE9A71BC3A74B6299AF67E3836E5DA460B95F9,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\TRENDS.wp
Bookmark: 01 Subseries I: Articles,TRENDS.BK!,/CM009.ad1/A::A:\/TRENDS.BK!,55729 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/14/1988 10:58:20 AM (1988-01-14 18:58:20 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),DC596E9C88C698ADCB66DFA9F0EB7517,306033BA7DFD875F0BD4B1231D9326FD642984E0,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 4.2,files\TRENDS.BK!.wp
